sentence,relation,head,head_offset,tail,tail_offset
牛奶含有的矿物质种类非常丰富，是人体钙的最佳来源，而且钙磷比例非常适当，利于钙的吸收。,含有营养素,牛奶,0,矿物质,5
牛奶含有的矿物质种类非常丰富，是人体钙的最佳来源，而且钙磷比例非常适当，利于钙的吸收。,含有营养素,牛奶,0,钙,18
牛奶含有的矿物质种类非常丰富，是人体钙的最佳来源，而且钙磷比例非常适当，利于钙的吸收。,含有营养素,牛奶,0,钙,27
牛奶含有的矿物质种类非常丰富，是人体钙的最佳来源，而且钙磷比例非常适当，利于钙的吸收。,含有营养素,牛奶,0,磷,28
牛奶含有的矿物质种类非常丰富，是人体钙的最佳来源，而且钙磷比例非常适当，利于钙的吸收。,含有营养素,牛奶,0,钙,38
黄骨鱼肉质鲜美、少腥味，而且小骨刺不多，适合用来熬煮汤水，是人体补充蛋白质的优质来源。,含有营养素,黄骨鱼,0,蛋白质,34
卷心菜营养丰富，含有微量元素硫、氯、碘及抗溃疡因子，同时可以增加饱足感。,具有功效,卷心菜,0,增加饱足感,30
卷心菜营养丰富，含有微量元素硫、氯、碘及抗溃疡因子，同时可以增加饱足感。,含有营养素,卷心菜,0,微量元素,10
卷心菜营养丰富，含有微量元素硫、氯、碘及抗溃疡因子，同时可以增加饱足感。,含有营养素,卷心菜,0,硫,14
卷心菜营养丰富，含有微量元素硫、氯、碘及抗溃疡因子，同时可以增加饱足感。,含有营养素,卷心菜,0,氯,16
卷心菜营养丰富，含有微量元素硫、氯、碘及抗溃疡因子，同时可以增加饱足感。,含有营养素,卷心菜,0,碘,18
卷心菜营养丰富，含有微量元素硫、氯、碘及抗溃疡因子，同时可以增加饱足感。,含有营养素,卷心菜,0,抗溃疡因子,20
糙米含有蛋白质、维生素A、B族维生素，能促进肠胃蠕动，帮助排毒，预防便秘，且有补气养血的功效。,具有功效,糙米,0,促进肠胃蠕动,20
糙米含有蛋白质、维生素A、B族维生素，能促进肠胃蠕动，帮助排毒，预防便秘，且有补气养血的功效。,具有功效,糙米,0,帮助排毒,27
糙米含有蛋白质、维生素A、B族维生素，能促进肠胃蠕动，帮助排毒，预防便秘，且有补气养血的功效。,具有功效,糙米,0,预防便秘,32
糙米含有蛋白质、维生素A、B族维生素，能促进肠胃蠕动，帮助排毒，预防便秘，且有补气养血的功效。,具有功效,糙米,0,补气养血,39
糙米含有蛋白质、维生素A、B族维生素，能促进肠胃蠕动，帮助排毒，预防便秘，且有补气养血的功效。,含有营养素,糙米,0,蛋白质,4
糙米含有蛋白质、维生素A、B族维生素，能促进肠胃蠕动，帮助排毒，预防便秘，且有补气养血的功效。,含有营养素,糙米,0,维生素A,8
糙米含有蛋白质、维生素A、B族维生素，能促进肠胃蠕动，帮助排毒，预防便秘，且有补气养血的功效。,含有营养素,糙米,0,B族维生素,13
土豆淀粉含量丰富，淀粉颗粒大，糊化温度低，易于被人体所消化。,含有营养素,土豆,0,淀粉,2
土豆淀粉含量丰富，淀粉颗粒大，糊化温度低，易于被人体所消化。,含有营养素,土豆,0,淀粉,9
土豆中还含有除维生素B12以外的B族维生素、较为丰富的维生素C，且不易受热破坏，所以营养保存得较好。,含有营养素,土豆,0,维生素B12,7
土豆中还含有除维生素B12以外的B族维生素、较为丰富的维生素C，且不易受热破坏，所以营养保存得较好。,含有营养素,土豆,0,B族维生素,16
土豆中还含有除维生素B12以外的B族维生素、较为丰富的维生素C，且不易受热破坏，所以营养保存得较好。,含有营养素,土豆,0,维生素C,27
奶酪含有丰富的蛋白质、脂肪、钙、磷和多种维生素等营养成分，胆固醇含量相对比较低，是具有极高营养价值的乳制品。,含有营养素,奶酪,0,蛋白质,7
奶酪含有丰富的蛋白质、脂肪、钙、磷和多种维生素等营养成分，胆固醇含量相对比较低，是具有极高营养价值的乳制品。,含有营养素,奶酪,0,脂肪,11
奶酪含有丰富的蛋白质、脂肪、钙、磷和多种维生素等营养成分，胆固醇含量相对比较低，是具有极高营养价值的乳制品。,含有营养素,奶酪,0,钙,14
奶酪含有丰富的蛋白质、脂肪、钙、磷和多种维生素等营养成分，胆固醇含量相对比较低，是具有极高营养价值的乳制品。,含有营养素,奶酪,0,磷,16
奶酪含有丰富的蛋白质、脂肪、钙、磷和多种维生素等营养成分，胆固醇含量相对比较低，是具有极高营养价值的乳制品。,含有营养素,奶酪,0,维生素,20
西米有健脾，补肺，化痰的功效，有治脾胃虚弱和消化不良的作用。,具有功效,西米,0,健脾,3
西米有健脾，补肺，化痰的功效，有治脾胃虚弱和消化不良的作用。,具有功效,西米,0,补肺,6
西米有健脾，补肺，化痰的功效，有治脾胃虚弱和消化不良的作用。,具有功效,西米,0,化痰,9
西米有健脾，补肺，化痰的功效，有治脾胃虚弱和消化不良的作用。,利于疾病,西米,0,脾胃虚弱,17
西米有健脾，补肺，化痰的功效，有治脾胃虚弱和消化不良的作用。,利于疾病,西米,0,消化不良,22
西米含有维生素B，能有效地滋养肌肤，防止皮肤干裂，滋润头发的光亮，同时也可以可以消除身体的紧张感和增强肌体的免疫力。,具有功效,西米,0,滋养肌肤,13
西米含有维生素B，能有效地滋养肌肤，防止皮肤干裂，滋润头发的光亮，同时也可以可以消除身体的紧张感和增强肌体的免疫力。,具有功效,西米,0,滋润头发,25
西米含有维生素B，能有效地滋养肌肤，防止皮肤干裂，滋润头发的光亮，同时也可以可以消除身体的紧张感和增强肌体的免疫力。,具有功效,西米,0,增强肌体的免疫力,49
西米含有维生素B，能有效地滋养肌肤，防止皮肤干裂，滋润头发的光亮，同时也可以可以消除身体的紧张感和增强肌体的免疫力。,含有营养素,西米,0,维生素B,4
西米含有维生素B，能有效地滋养肌肤，防止皮肤干裂，滋润头发的光亮，同时也可以可以消除身体的紧张感和增强肌体的免疫力。,利于疾病,西米,0,皮肤干裂,20
西米含有维生素B，能有效地滋养肌肤，防止皮肤干裂，滋润头发的光亮，同时也可以可以消除身体的紧张感和增强肌体的免疫力。,营养素疾病,维生素B,4,皮肤干裂,20
日本豆腐爽滑鲜嫩，带有鸡蛋的清香，与胡萝卜、黄瓜、蘑菇一起煮成汤水，清淡鲜美，是道美味又快手的家常汤。,忌搭配,日本豆腐,0,胡萝卜,18
日本豆腐爽滑鲜嫩，带有鸡蛋的清香，与胡萝卜、黄瓜、蘑菇一起煮成汤水，清淡鲜美，是道美味又快手的家常汤。,忌搭配,日本豆腐,0,黄瓜,22
日本豆腐爽滑鲜嫩，带有鸡蛋的清香，与胡萝卜、黄瓜、蘑菇一起煮成汤水，清淡鲜美，是道美味又快手的家常汤。,忌搭配,日本豆腐,0,蘑菇,25
日本豆腐爽滑鲜嫩，带有鸡蛋的清香，与胡萝卜、黄瓜、蘑菇一起煮成汤水，清淡鲜美，是道美味又快手的家常汤。,忌搭配,胡萝卜,18,黄瓜,22
日本豆腐爽滑鲜嫩，带有鸡蛋的清香，与胡萝卜、黄瓜、蘑菇一起煮成汤水，清淡鲜美，是道美味又快手的家常汤。,忌搭配,胡萝卜,18,蘑菇,25
日本豆腐爽滑鲜嫩，带有鸡蛋的清香，与胡萝卜、黄瓜、蘑菇一起煮成汤水，清淡鲜美，是道美味又快手的家常汤。,忌搭配,黄瓜,22,蘑菇,25
豆腐钙含量较多。,含有营养素,豆腐,0,钙,2
鱼肉的维生素D含量丰富，所以这道好喝的鱼头豆腐汤对人体吸收钙质非常有益。,含有营养素,鱼肉,0,维生素D,3
鱼肉的维生素D含量丰富，所以这道好喝的鱼头豆腐汤对人体吸收钙质非常有益。,含有营养素,鱼肉,0,钙,29
生菜富含膳食纤维和维生素C，能促进肠道蠕动，预防和缓解便秘。,具有功效,生菜,0,促进肠道蠕动,15
生菜富含膳食纤维和维生素C，能促进肠道蠕动，预防和缓解便秘。,含有营养素,生菜,0,膳食纤维,4
生菜富含膳食纤维和维生素C，能促进肠道蠕动，预防和缓解便秘。,含有营养素,生菜,0,维生素C,9
生菜富含膳食纤维和维生素C，能促进肠道蠕动，预防和缓解便秘。,利于疾病,生菜,0,便秘,27
生菜富含膳食纤维和维生素C，能促进肠道蠕动，预防和缓解便秘。,营养素疾病,膳食纤维,4,便秘,27
生菜富含膳食纤维和维生素C，能促进肠道蠕动，预防和缓解便秘。,营养素疾病,维生素C,9,便秘,27
生菜同时也有护理胃部的功效。,具有功效,生菜,0,护理胃部,6
多吃西兰花，可促进生长、维持牙齿及骨骼正常、保护视力、提高记忆力。,具有功效,西兰花,2,促进生长,7
多吃西兰花，可促进生长、维持牙齿及骨骼正常、保护视力、提高记忆力。,具有功效,西兰花,2,维持牙齿及骨骼正常,12
多吃西兰花，可促进生长、维持牙齿及骨骼正常、保护视力、提高记忆力。,具有功效,西兰花,2,保护视力,22
多吃西兰花，可促进生长、维持牙齿及骨骼正常、保护视力、提高记忆力。,具有功效,西兰花,2,提高记忆力,27
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,蛋白质,20
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,脂肪,24
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,磷,27
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,铁,29
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,胡萝卜素,31
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,维生素B1,36
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,维生素B2,42
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,维生素C,48
西兰花是常见的蔬菜之一，它营养丰富，含有蛋白质、脂肪、磷、铁、胡萝卜素、维生素B1、维生素B2和维生素C、维生素A等。,含有营养素,西兰花,0,维生素A,53
火龙果有预防便秘、促进眼睛保健、增加骨质密度、帮助细胞膜形成、预防贫血等作用。,具有功效,火龙果,0,促进眼睛保健,9
火龙果有预防便秘、促进眼睛保健、增加骨质密度、帮助细胞膜形成、预防贫血等作用。,具有功效,火龙果,0,增加骨质密度,16
火龙果有预防便秘、促进眼睛保健、增加骨质密度、帮助细胞膜形成、预防贫血等作用。,具有功效,火龙果,0,帮助细胞膜形成,23
火龙果有预防便秘、促进眼睛保健、增加骨质密度、帮助细胞膜形成、预防贫血等作用。,具有功效,火龙果,0,贫血,33
火龙果有预防便秘、促进眼睛保健、增加骨质密度、帮助细胞膜形成、预防贫血等作用。,利于疾病,火龙果,0,便秘,6
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,0,降低胆固醇,3
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,0,防治心血管疾病,16
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,0,有益于视力,24
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,0,润泽皮肤,31
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,0,美容,41
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,11,降低胆固醇,3
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,11,防治心血管疾病,16
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,11,有益于视力,24
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,11,润泽皮肤,31
芒果能降低胆固醇，常食芒果有利于防治心血管疾病，有益于视力，能润泽皮肤，是女士们的美容佳果。,具有功效,芒果,11,美容,41
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,黄瓜,0,西红柿,29
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,黄瓜,0,橘子,33
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,黄瓜,0,葡萄干,41
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,黄瓜,0,明目,80
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,黄瓜,0,强筋骨,83
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,维生素C,24
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,铁,37
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,蛋白质,54
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,钙,58
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,铁,60
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,胡萝卜素,62
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,维生素C,67
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,0,维生素C,89
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,黄瓜,19,西红柿,29
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,黄瓜,19,橘子,33
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,黄瓜,19,葡萄干,41
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,黄瓜,19,明目,80
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,黄瓜,19,强筋骨,83
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,维生素C,24
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,铁,37
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,蛋白质,54
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,钙,58
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,铁,60
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,胡萝卜素,62
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,维生素C,67
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,黄瓜,19,维生素C,89
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,西红柿,29,橘子,33
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,西红柿,29,葡萄干,41
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,西红柿,29,明目,80
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,西红柿,29,强筋骨,83
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,维生素C,24
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,铁,37
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,蛋白质,54
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,钙,58
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,铁,60
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,胡萝卜素,62
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,维生素C,67
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,西红柿,29,维生素C,89
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,忌搭配,橘子,33,葡萄干,41
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,橘子,33,明目,80
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,橘子,33,强筋骨,83
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,维生素C,24
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,铁,37
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,蛋白质,54
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,钙,58
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,铁,60
